Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax_,Gov_Subsidies_,Education_Campaign_,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield,Gov_Tax,Gov_Subsidies,Education_Campaign
China,1984,CHN,Asia,East Asia,245898726.9,38961.77029,60.77920071,14945528.08,79.9320941,8.954249791,52.03327763,-40.91962152,22.59225928,166.5350099,13.21953402,7.682514523,3358227.04,2804515.457,2.105564637,0,0,1,87.32860157,5,34.38944344,0,0,1
USA,2010,USA,North America,Northern America,169257358.1,13017.77324,30.16337945,5105373.916,76.34788088,25.90434528,53.15612469,-55.40835085,102.9704435,82.64765969,6.294422818,28.29591758,6027360.824,4194948.364,2.810735529,0,0,0,20.39462738,4,66.00873812,0,0,0
Germany,2013,DEU,Europe,Western Europe,43751445.6,48682.77656,6.881700175,301084.3309,63.10134324,22.72163657,50.47871243,-36.30169224,203.8843872,18.85585848,9.506461569,39.9443036,3769813.041,7447233.692,2.039124377,0,0,0,88.10519864,5,78.9489817,0,0,0
France,2021,FRA,Europe,Western Europe,214437197.9,39924.9443,8.407078174,1802790.286,52.65407277,19.6024313,43.80938895,-16.06589302,13.10412485,23.0353942,12.62853694,31.28281082,207483.9267,1273295.664,1.661985976,0,0,0,76.52208,1,54.89641878,0,0,0
Australia,2020,AUS,Oceania,Australia & New Zealand,244086473.3,49986.02729,48.58240116,11858306.97,60.11842586,17.11774166,47.2514193,-24.48758682,82.20947743,133.1157792,6.761019608,19.81612503,6258410.112,8575720.969,2.534453907,0,0,0,62.07406096,3,64.00141063,0,0,0
Germany,2014,DEU,Europe,Western Europe,280585671.8,23229.33889,12.44006713,3490504.592,58.78253585,10.350896,10.87356398,19.99300417,53.92774304,34.08578393,3.275945372,39.25117467,3055469.188,3227843.007,3.275497886,1,0,1,66.13363906,1,75.40510861,1,0,1
India,2003,IND,Asia,South Asia,184022754,29671.74516,53.45502972,9836941.785,50.84215052,27.74905311,2.857520708,18.55127566,144.1006416,146.4667814,7.517244183,36.88084969,9984597.956,1505229.047,4.42161196,0,1,1,37.27624901,2,39.96366477,0,1,1
Mexico,1994,MEX,North America,Central America,154825278.6,14379.87648,32.26376951,4995247.103,89.00159906,9.119878389,17.38459945,-15.5060769,226.4193379,88.40272847,14.21546252,32.19342464,8996581.308,3706381.465,3.099074772,0,1,0,15.94717363,2,85.52318734,0,1,0
India,1978,IND,Asia,South Asia,186135431,30385.35706,41.60201465,7743608.928,60.21486125,34.02525279,26.54676523,-20.78687927,170.2829185,113.9895201,9.039179855,37.58803076,4875585.976,9277097.627,1.631594044,0,0,1,64.31032856,3,63.93852987,0,0,1
Germany,1994,DEU,Europe,Western Europe,283032498.9,48708.06412,57.07886945,16155175.05,83.46140189,20.67040375,16.24669101,-20.37849666,186.3925872,156.3961023,11.07722299,32.04686092,3682327.315,5637288.119,4.704096978,0,0,1,23.83341881,1,69.35810212,0,0,1
Mexico,2010,MEX,North America,Central America,188809998.8,2003.820651,21.44964388,4049907.234,69.39446421,26.18965441,52.23983297,-47.8239516,284.3972212,58.77202423,3.030386656,39.19451682,695876.8618,3501500.113,1.295978377,0,0,0,71.29759483,1,40.25973771,0,0,0
Mexico,2010,MEX,North America,Central America,78019962.97,14819.79522,31.83866563,2484051.514,88.89163028,7.723195353,57.86425353,-54.47907916,142.6060493,87.23794383,5.845397301,31.54219518,14763.42057,4297274.332,1.632396009,0,0,1,32.41806583,4,43.27158328,0,0,1
India,1998,IND,Asia,South Asia,191209271,14424.0614,52.42122556,10023424.32,55.98212484,8.268752387,46.24758356,-10.49846079,246.0784611,143.634158,13.40762312,10.19055912,7986556.663,7380029.848,0.98936832,0,0,1,46.16244576,4,71.84753864,0,0,1
Mexico,1988,MEX,North America,Central America,264043627.3,49127.30832,64.69780422,17083042.9,54.42692644,13.2565102,28.59650969,3.720053674,109.7165512,177.2719836,12.73533869,8.476062621,4923674.717,437510.5185,3.266641203,0,0,,28.17465702,4,99.05766448,0,0,0
South Africa,1973,ZAF,Africa,Sub-Saharan Africa,170533606.6,7066.144677,23.8694845,4070549.278,50.09851698,32.29096552,8.745803565,8.864713932,189.9072492,65.40238752,3.990320421,13.61747693,3185133.451,9510238.202,1.184654464,0,0,1,68.10758036,4,75.31664862,0,0,1
France,1980,FRA,Europe,Western Europe,151306949.6,40711.82898,45.47699139,6880984.842,78.73788356,22.00413586,52.32246625,-53.06448567,232.802603,124.6069564,13.71186512,9.811544758,5697962.961,8328822.112,1.01196383,0,1,1,53.53999897,5,85.67307266,0,1,1
Russia,1995,RUS,Europe,Eastern Europe,220277405.6,14090.41539,66.82890733,14720898.32,62.2550508,15.88006926,50.5199656,-28.65508566,249.8614711,183.1112061,10.45083578,24.75856716,3058060.537,8867698.276,4.046996943,0,1,0,64.27733558,3,84.35498055,0,1,0
South Africa,1997,ZAF,Africa,Sub-Saharan Africa,198635619.8,43099.8475,47.17539229,9370713.289,84.81419791,34.73121958,9.737916997,-29.28333448,74.38135475,129.2605749,6.334010115,28.12593466,3833513.821,6672083.461,3.707439836,0,0,0,65.37343985,3,92.1711277,0,0,0
Australia,1973,AUS,Oceania,Australia & New Zealand,17949592.09,24643.66962,63.03129173,1131385.975,75.35219409,11.71686623,2.922355813,10.00858387,83.94989344,172.7057393,5.471323112,9.374731985,731296.6441,5907835.665,4.429838439,0,0,0,88.08886219,5,66.0489421,0,0,0
South Africa,1999,ZAF,Africa,Sub-Saharan Africa,217868031.1,12491.92372,66.08244035,14397251.17,73.09727555,14.08191074,53.93777721,-41.1169635,119.3186895,181.0658865,5.748757241,5.246022194,4420096.5,3427537.479,3.045331888,0,0,0,52.31923597,1,86.43911753,0,0,0
Brazil,2009,BRA,South America,South America,122857279.6,35631.78427,65.40727046,8035759.314,69.47566147,32.18560279,49.31640936,-50.97767362,82.55040819,179.2159211,8.938322671,29.40030241,1422302.65,3007021.169,1.657795451,0,1,1,27.36041381,1,32.47165424,0,1,1
Mexico,2019,MEX,North America,Central America,282328585.7,42158.24779,54.30101048,15330727.49,60.3269458,5.946578363,56.0551426,-22.32866676,166.5958384,148.7847687,14.63813023,6.755061426,4305707.455,889399.2098,3.813988355,1,0,1,14.96534133,4,73.35812066,1,0,1
Germany,1974,DEU,Europe,Western Europe,291270093.5,23771.89086,40.88620661,11908929.22,52.58754125,12.71097511,21.47274473,13.22873891,244.036831,112.0282061,7.721418504,30.24587968,7752596.21,337686.2048,2.638740009,0,0,0,81.29408923,1,71.73506445,0,0,0
Brazil,2010,BRA,South America,South America,135172906.6,35842.46915,11.28893446,1525958.084,67.74271914,23.24666191,39.47576445,-30.4651455,54.51231089,30.93168043,10.7236927,7.468031467,2356126.755,541684.1158,2.651292959,0,1,1,14.54242513,4,91.33958618,0,1,1
Brazil,2009,BRA,South America,South America,290669659.2,9488.334934,19.47589914,5661052.964,53.96478608,37.02623956,51.85190522,-42.84293086,128.1298107,53.36396363,4.303760647,38.71836705,2293867.36,1790815.68,1.367886382,0,0,1,53.96560422,5,82.80646975,0,0,1
France,1989,FRA,Europe,Western Europe,93935333.97,46911.80295,21.62486322,2031338.749,86.22924528,14.30572113,20.48572305,-21.02068946,220.7410608,59.25212523,3.327872312,13.73469794,7109782.689,1619573.418,3.884286021,0,0,1,30.01577432,5,58.80135413,0,0,1
Australia,2006,AUS,Oceania,Australia & New Zealand,205110682,5274.250566,7.161872234,1468976.498,83.17316474,12.45836485,28.47165671,-24.10318629,214.0456063,19.62352992,7.509533134,7.362868547,5370643.936,7853293.776,4.39399286,0,1,1,82.61652186,5,68.84677561,0,1,1
India,2014,IND,Asia,South Asia,23441358.62,11486.56009,11.62501956,272506.2526,74.79045158,39.12207492,31.9011739,-45.8137004,79.24537388,31.85255361,4.405253245,26.77074864,4202862.9,1051362.38,2.375118805,0,0,0,52.79573369,5,66.58044251,0,0,0
Germany,1971,DEU,Europe,Western Europe,44351815.21,14773.80842,24.15918539,1071503.726,68.09758772,23.35801467,1.756340314,6.788057296,201.5183992,66.19616796,5.086530502,30.2927511,489303.4998,7658064.075,1.440284826,0,0,0,50.26853495,3,32.0098179,0,0,0
China,2009,CHN,Asia,East Asia,259493244.8,8061.273513,10.89816125,2827999.224,68.16781608,7.187806832,49.70279898,-25.05842189,290.323738,29.86096182,5.755935191,37.3451701,4702568.472,4400517.879,1.128781582,0,0,0,47.67024506,1,39.34509304,0,0,0
China,2021,CHN,Asia,East Asia,268241427.7,20630.67644,16.0197755,4297167.453,68.58060308,14.67718914,56.62794687,-39.88573909,191.6163761,43.89418488,3.168019363,33.9013181,4084602.21,9598286.486,1.05773862,0,1,1,67.36845078,2,38.47020306,0,1,1
Australia,1964,AUS,Oceania,Australia & New Zealand,160250746.4,23157.93338,8.537143829,1368083.671,79.81852536,23.67817559,25.02804152,-28.52474247,104.8656604,23.39177409,12.6075531,14.8555254,1621497.51,6041887.355,1.975004693,0,0,0,12.3219931,3,83.02354426,0,0,0
Japan,1986,JPN,Asia,East Asia,102592254.7,26170.16825,32.07462222,3290607.811,55.04820255,7.519393588,36.66911453,0.763289329,159.346371,87.88446489,9.784473502,12.00320911,9305368.152,5579569.681,4.0652431,0,1,0,57.25885761,3,96.0936389,0,1,0
Germany,1974,DEU,Europe,Western Europe,135856155.6,2519.577604,58.38627396,7932134.72,71.25183131,29.23930823,32.49726969,-32.98840923,108.0065493,159.9783906,8.635455159,15.69262667,4066737.549,6428622.723,4.624758573,1,0,1,43.19599431,4,59.36357021,1,0,1
Russia,1985,RUS,Europe,Eastern Europe,261017722.3,11345.75046,57.79584987,15085741.09,82.50666645,23.28711999,20.87380418,-26.66759062,164.2132482,158.3606287,7.636269749,13.45282036,8292.356949,4938124.517,4.107722784,0,0,1,33.48254089,5,99.88334522,0,0,1
South Africa,1968,ZAF,Africa,Sub-Saharan Africa,64087033.36,40484.28093,63.81787792,4089898.472,70.40503506,29.84027678,4.945827728,-5.191139559,253.8268844,174.8609855,3.480470572,30.20104577,9685243.461,5709203.698,2.206913559,0,0,1,72.84623326,5,85.73400016,0,0,1
China,1999,CHN,Asia,East Asia,89166199.16,40624.9304,53.46396767,4767178.789,50.54964928,16.96095788,31.20820067,1.281192171,48.82256972,146.4912714,14.5313095,29.45421321,4662453.955,7060809.904,3.356028011,0,0,1,21.37837564,5,58.10754353,0,0,1
South Africa,1999,ZAF,Africa,Sub-Saharan Africa,235847437.3,16835.33421,20.88872719,4926552.776,59.78762376,19.69883957,14.64656715,5.866969519,129.7566814,57.23511249,12.38480953,24.59809656,6226891.143,8437341.087,1.110871282,0,0,1,81.48650478,2,59.59095281,0,0,1
China,1994,CHN,Asia,East Asia,280645564.3,23328.13089,50.65534327,14216197.4,76.74338569,37.48469109,39.14062623,-53.36870301,193.8533208,138.7956406,12.66888292,7.450659825,3849837.681,9219079.489,3.902239598,,0,1,19.24447953,1,74.00164325,0,0,1
Australia,1972,AUS,Oceania,Australia & New Zealand,28785274.66,9580.919923,53.99842322,1554359.444,87.367983,12.37398464,32.23333555,-31.97530319,144.8723082,147.9556796,5.509845208,38.36776887,7835827.65,6882634.637,3.503471678,0,1,0,42.93395783,4,52.99493754,0,1,0
Germany,2004,DEU,Europe,Western Europe,241327918.1,41195.92458,40.30199019,9725995.389,85.74992339,6.383018413,35.43170553,-27.56464733,236.6572797,110.4274531,3.605498946,17.24415129,3099827.915,9175422.451,2.597216213,0,1,1,12.47116495,3,93.06423267,0,1,1
South Africa,2003,ZAF,Africa,Sub-Saharan Africa,193875423.8,47855.84422,57.45568876,11139246.01,82.90819678,39.377441,36.1043206,-58.38995838,56.80701706,157.4285872,4.162602055,33.50724361,4532662.693,5441208.988,3.900023965,0,0,1,26.34308082,1,96.95890395,0,0,1
India,2006,IND,Asia,South Asia,70000691.79,14921.96658,9.632279767,674266.2473,88.00656653,5.259603818,53.14085996,-46.40703031,263.6294357,26.39244656,9.193027054,32.9030403,4244247.436,2360183.222,3.684577822,0,0,1,23.23609731,1,37.40520486,0,0,1
France,2005,FRA,Europe,Western Europe,226989341.8,39205.92739,43.66073815,9910522.215,61.19671422,36.08862523,8.845248582,-6.130588027,293.6999825,119.6304225,11.27381011,15.38744794,4340479.62,3387286.74,4.547703278,0,1,0,48.08091064,3,31.93563903,0,1,0
USA,1992,USA,North America,Northern America,218646903.4,17943.26224,36.1930697,7913502.617,50.49590716,33.90907238,48.33974972,-32.74472926,114.3692568,99.16901099,15.80901111,13.68904088,6277939.513,8633875.526,2.720033411,0,0,0,32.73718877,2,67.70700918,0,0,0
Mexico,1993,MEX,North America,Central America,43466913.65,630.3791179,57.33876797,2492339.277,64.17498384,22.0670319,57.28347357,-43.5254893,43.02672305,157.1082243,10.10952029,23.73160852,7875465.557,6437335.322,4.161432681,0,0,1,16.73292153,2,45.51416726,0,0,1
Australia,2014,AUS,Oceania,Australia & New Zealand,151173066.2,30186.52247,13.31743872,2013238.044,73.08044008,29.68696552,43.27885122,-46.04625681,296.4225382,36.48978208,6.627247454,17.52164215,3915226.949,2787171.002,3.284936953,0,1,0,75.6739194,1,86.13605272,0,1,0
France,1963,FRA,Europe,Western Europe,227729033.8,20814.73334,18.82055848,4285987.598,62.65864001,8.677694455,8.343057525,20.32060801,111.748776,51.56833024,11.2698165,37.19603951,6283865.531,5774216.202,3.696634191,0,0,0,20.61973806,5,97.98966375,0,0,0
USA,1972,USA,North America,Northern America,58271693.92,38042.53381,41.31497769,2407493.734,51.76815034,31.72825337,51.01441366,-34.51081737,152.7272184,113.2030389,11.32148799,36.94087538,645106.1197,6640133.737,1.16390522,0,0,1,89.52544049,5,97.60591599,0,0,1
South Africa,1969,ZAF,Africa,Sub-Saharan Africa,139367040.7,37563.82197,66.56834593,9277433.376,70.28747966,32.43157855,47.5077987,-50.22685691,80.38026622,182.3972678,3.828821604,32.01102772,717494.6029,9983211.994,2.029828999,1,0,0,13.97156609,4,79.53481555,1,0,0
Australia,2012,AUS,Oceania,Australia & New Zealand,37101596.28,47328.54658,10.40799364,386153.1782,57.98785444,6.796955074,51.76467718,-16.54948669,26.08424997,28.51790257,3.847747697,5.737003281,1064044.88,5066013.123,1.525723925,0,0,1,66.87942351,4,82.64782607,0,0,1
India,2004,IND,Asia,South Asia,92743642.29,22172.04094,53.31950656,4945045.243,79.10285109,22.40345258,29.18049077,-30.68679443,46.38192454,146.095448,12.22688766,34.6017684,2280944.18,9013359.291,1.038086977,,0,0,67.13886719,5,53.95886584,0,0,0
Australia,1960,AUS,Oceania,Australia & New Zealand,66165525.37,24384.33923,18.35094813,1214200.124,53.56806306,38.18518003,49.21470737,-40.96795045,78.95058814,50.28159788,3.492636898,27.95474873,1779849.522,3397306.673,2.83642837,0,0,0,38.00228732,1,38.05692503,0,0,0
Japan,1970,JPN,Asia,East Asia,152016266.9,20320.06272,11.85417643,1802027.647,88.3250312,38.2899789,9.240814327,-35.85582443,296.4934713,32.48044341,12.75324173,23.34396903,4785004.403,6383202.545,1.169777617,0,1,1,77.27007908,4,32.8051035,0,1,1
South Africa,2009,ZAF,Africa,Sub-Saharan Africa,43223385.11,15198.47441,30.6597974,1325220.23,85.06721916,39.4580153,34.60041541,-59.12564987,240.9470338,84.00784488,14.5065255,18.66294039,2667922.633,7922575.745,1.431190986,0,1,1,27.68581187,4,44.50371635,0,1,1
France,1968,FRA,Europe,Western Europe,115562075.9,32073.18964,42.89843413,4957432.1,84.95416603,27.98327717,33.10431724,-46.04176044,131.9614464,117.5417095,5.586617192,26.57671714,6874346.398,9311129.797,2.663372055,1,0,0,69.6247181,4,33.39290967,1,0,0
Japan,1997,JPN,Asia,East Asia,83273708.59,41487.81977,58.75616618,4892843.86,81.59562555,9.939048466,53.80405629,-45.33873031,102.6005305,160.9918953,9.922669018,13.9641665,7796708.358,4823216.122,3.087761683,0,1,0,80.36383141,1,41.58465612,0,1,0
China,1982,CHN,Asia,East Asia,224068625.3,8311.62839,46.2549703,10364287.61,75.3435717,19.45114315,51.77461103,-46.56932587,51.67719062,126.7386186,7.152993676,25.15557622,4035815.173,8550910.147,1.620883002,0,0,0,16.18433867,5,73.86229782,0,0,0
Indonesia,1972,IDN,Asia,Southeast Asia,210201262.2,49101.04672,36.95836429,7768694.821,52.13716157,30.4427845,42.96242215,-25.54236823,150.6396859,101.2659182,9.622191783,27.78379336,8846784.514,5242219.27,1.091670154,0,1,0,42.27138271,5,81.12797038,0,1,0
Russia,1964,RUS,Europe,Eastern Europe,29384228.37,34348.4645,23.56837881,692538.6254,76.49703554,14.93418692,10.49088198,-1.922104438,273.0658054,64.57735795,10.54953552,28.67799336,5853334.639,6482002.745,3.921921367,0,0,0,86.37439371,3,90.73450281,0,0,0
Australia,1984,AUS,Oceania,Australia & New Zealand,286091682.5,39115.4953,24.01594782,6870762.917,79.87709127,33.35503474,48.40465098,-61.63677699,298.0435679,65.80369702,2.704816104,19.72973512,8765246.466,2416524.321,3.806825219,0,0,1,45.7334827,4,96.17526832,0,0,1
Japan,2021,JPN,Asia,East Asia,223660192.5,49943.302,55.08749403,12320879.52,55.23279662,35.14764007,36.85499617,-27.23543286,271.5394731,150.9397336,14.90714192,7.446798385,4653639.008,8242084.059,1.570474296,0,0,1,57.88873593,1,31.05312457,0,0,1
Australia,1969,AUS,Oceania,Australia & New Zealand,185171650,25449.55908,12.41387888,2298698.435,74.63024102,31.72421458,48.99573301,-55.35018861,29.06106424,34.01402812,7.085319051,19.63726941,3428092.48,9683498.423,3.786035433,1,0,1,80.6747409,2,77.67121032,1,0,1
Brazil,1964,BRA,South America,South America,143832746.9,4028.9172,14.52079488,2088565.815,69.15469897,16.97359583,56.30142167,-42.42971647,55.83998589,39.78697797,4.827842934,36.55010074,5351921.188,7781601.996,1.50597858,0,1,,72.46044419,3,42.99905314,0,1,0
Indonesia,1981,IDN,Asia,Southeast Asia,54198803.81,39619.44048,51.78286463,2806569.321,68.89766169,30.95154572,27.00531565,-26.85452306,51.06033752,141.8850491,3.608368865,23.79684267,3852992.796,2698064.451,3.315957632,0,0,0,34.32769986,5,33.30090476,0,0,0
Germany,2001,DEU,Europe,Western Europe,288642777.1,43602.91837,67.4677319,19474073.5,57.97848934,7.529905247,44.67037149,-10.17876608,56.85313149,184.8615854,16.45691833,6.368903846,3188541.753,734490.2818,3.659021321,,0,0,66.71235503,5,89.71227998,0,0,0
Germany,1984,DEU,Europe,Western Europe,3349654.634,8538.65893,12.81522322,42926.57183,79.57752742,16.73265108,58.37718659,-54.6873651,46.06216452,35.11371161,12.16773566,18.08828801,1066117.079,585864.8642,2.058977911,1,0,0,63.31840468,2,85.55089881,1,0,0
India,1996,IND,Asia,South Asia,208051859.1,1694.802381,44.61269539,9281754.216,87.00498644,31.79604331,12.81909594,-31.62012568,37.94350988,122.2387854,8.953665397,26.55184224,4719430.09,7151648.053,1.693209942,1,0,1,78.82938722,4,91.10842149,1,0,1
Mexico,1979,MEX,North America,Central America,152725853,7223.272008,20.54724517,3138095.547,81.51213265,32.81873201,50.81994452,-65.15080919,111.6055282,56.29945177,13.72895863,14.8074444,6390958.888,7873464.152,3.131075699,0,1,0,52.63885026,3,75.0269836,0,1,0
Brazil,1987,BRA,South America,South America,270871985.1,16536.3375,6.674257967,1807869.505,64.76128891,16.15727866,8.516018902,10.56541353,55.80413816,18.28746683,8.083216606,11.56992435,7957455.643,6656261.985,0.669864611,0,0,0,64.79376641,1,98.9834104,0,0,0
Indonesia,1980,IDN,Asia,Southeast Asia,114828486.5,46251.91135,59.09739764,6786064.729,89.36709242,38.61095071,1.027865261,-29.00590839,51.97459536,161.9268695,12.30201806,25.22884599,8685216.953,6683672.873,4.906694113,0,0,1,49.76635833,1,61.98845644,0,0,1
Indonesia,1970,IDN,Asia,Southeast Asia,156074681.3,622.1260943,38.05929926,5940093.001,64.56681224,14.56474884,50.82164461,-29.9532057,162.0957167,104.28248,15.31862521,26.26355866,1697861.554,9189719.244,0.746789731,0,1,0,70.15931547,4,52.59210977,0,1,0
India,1988,IND,Asia,South Asia,222959478.2,40287.99584,6.55284686,1461019.317,59.37695453,28.10034872,57.59252109,-45.06982434,68.91971516,17.9548004,11.33189698,21.06726057,3861554.81,4450090.451,4.684208658,1,0,0,49.49177806,2,86.73998524,1,0,0
South Africa,1964,ZAF,Africa,Sub-Saharan Africa,15222396.45,42815.30944,63.20446464,962123.4183,88.72338556,35.76373137,1.932674545,-26.41979147,11.7761199,173.1802331,6.575219831,8.237398665,6112618.918,4939226.596,4.96661151,0,0,0,13.3779444,1,66.32772057,0,0,0
Russia,1996,RUS,Europe,Eastern Europe,17288097.07,40647.09014,39.81954064,688404.0837,81.5926614,24.29896528,50.66535297,-56.55697965,211.8749564,109.1055414,15.04964424,30.85300621,6357525.715,2447791.016,1.05505888,0,1,0,48.65524636,5,88.13840536,0,1,0
India,2008,IND,Asia,South Asia,64290151.9,4569.610604,52.90938025,3401552.093,80.44976566,19.43720139,41.9636256,-41.85059265,105.2808422,144.9717019,3.505668388,31.453391,8701429.902,9998397.993,3.016874396,0,0,1,89.54740931,1,49.21334948,0,0,1
India,2012,IND,Asia,South Asia,44780950.48,34119.90494,32.52781272,1456626.371,53.09727774,12.39921926,41.9873579,-7.4838549,223.7498512,89.12620686,14.71402167,18.68223345,5181759.441,9442986.06,3.600490064,0,1,0,52.81939018,1,36.55620907,0,1,0
India,1964,IND,Asia,South Asia,2926597.032,47718.22936,17.01741273,49803.10957,57.68094425,11.8754284,27.57730751,2.866319841,268.9934948,46.62771087,14.89902908,5.310685207,5449990.115,2347194.008,4.118373725,0,1,0,11.79522117,1,65.89319358,0,1,0
Brazil,1992,BRA,South America,South America,187273956.8,6457.957042,35.26226488,6603703.87,50.74071846,10.56224311,25.02598167,13.67105676,278.3319743,96.61860576,4.004548532,27.31148526,3591196.478,2277324.155,0.715269824,0,0,0,40.09216051,4,73.42820338,0,0,0
China,2004,CHN,Asia,East Asia,238985452.3,2068.249012,23.69870278,5663645.202,81.06596713,20.50570157,22.38113229,-23.95280099,61.5449399,64.93444562,3.272968252,39.23054109,9570424.559,7728718.832,2.145403566,0,0,1,21.84177419,4,61.77319759,0,0,1
Russia,1995,RUS,Europe,Eastern Europe,287177377.9,43746.12207,24.28780352,6974907.731,61.12971845,24.17721775,22.91026332,-8.217199524,205.0612532,66.54858165,13.46143207,22.04072093,2137168.496,1856844.678,1.480867077,0,1,0,52.87382323,4,43.24826083,0,1,0
Indonesia,1967,IDN,Asia,Southeast Asia,132829195,32424.01859,46.85207788,6223323.789,55.28895302,34.36664964,56.22939054,-45.8849932,31.74102958,128.3746934,3.404088318,29.06805279,7257094.222,2018416.912,4.491973381,0,0,1,39.96397432,5,88.23233862,0,0,1
India,2011,IND,Asia,South Asia,84636476.81,32498.55555,11.11517758,940749.4694,57.27564815,12.60714572,48.94667018,-18.82946405,144.32855,30.45558657,12.71637831,23.45818814,5230604.908,8551671.963,4.874215732,0,1,0,54.57251302,4,40.1723646,0,1,0
Brazil,2014,BRA,South America,South America,259306832.2,48239.35573,30.80594459,7988191.904,75.64527774,31.43226709,18.82299922,-25.90054406,133.7547651,84.40828817,7.297352756,13.3154571,2668447.941,5941072.774,3.40979694,0,0,0,84.83213611,3,64.70748924,0,0,0
Brazil,1965,BRA,South America,South America,253474288.2,38603.39639,40.53195062,10273807.33,67.32202763,29.29386851,44.43384325,-41.0497394,68.91800435,111.0575447,3.219158143,16.91071212,1981023.253,2798921.299,3.307743007,0,0,1,10.17596159,5,57.28191492,0,0,1
India,1974,IND,Asia,South Asia,187828120.1,20173.52184,51.14073571,9605668.247,87.65585557,27.20816266,39.38902726,-54.25304549,234.7503724,140.1256158,11.53263305,38.61973231,5858963.79,4018695.363,2.534586027,0,0,1,64.48818801,1,96.05492542,0,0,1
Brazil,1974,BRA,South America,South America,82671562.55,22074.13531,46.13845207,3814337.927,64.63566469,16.87713441,50.75905235,-32.27185146,274.8557926,126.4193587,6.693736217,25.8325671,451933.9416,1716113.467,1.436786704,0,1,1,49.66407091,4,34.14797543,0,1,1
Mexico,2012,MEX,North America,Central America,272646760.9,7662.302509,62.6060271,17069330.5,83.35497324,16.12976872,5.514946666,-4.999688619,84.8466382,171.5405142,5.406079114,11.57684637,9561918.092,5930759.202,1.406161133,,0,0,83.62513126,2,39.88201231,0,0,0
India,2007,IND,Asia,South Asia,54341999.67,15550.46841,69.50497836,3777039.511,71.85860046,31.56285082,42.00839269,-45.42984398,82.29905676,190.4436407,10.7049707,6.742952699,3417120.71,1558695.862,2.425422722,0,0,0,11.21174338,2,46.10041391,0,0,0
USA,1968,USA,North America,Northern America,14050304.59,22547.48392,65.93252256,926372.0243,78.21389977,14.60869916,14.69616167,-7.518760601,66.73711461,180.6551118,3.883318419,6.864602853,9985305.129,3192296.432,1.143812923,0,0,1,59.73724887,1,39.19445158,0,0,1
Mexico,2020,MEX,North America,Central America,239188867.1,13423.72863,54.66990423,13076432.46,56.74643046,16.54015284,14.49582801,12.21758869,209.2102384,149.7955376,8.371787308,22.52114404,5600523.524,9690075.334,2.190331577,1,0,0,88.47572969,3,93.08810083,1,0,0
China,2015,CHN,Asia,East Asia,169534059.1,45835.70598,49.59099157,8407362.093,79.95938104,38.78171224,42.34408516,-61.08517844,26.35690085,135.8793169,11.1636458,8.675961554,3083601.257,5680625.795,3.593996605,0,1,0,60.08095439,2,69.82487791,0,1,0
South Africa,1964,ZAF,Africa,Sub-Saharan Africa,74693877.32,1084.232344,7.303059467,545493.8279,53.42621436,39.94625306,53.69662306,-47.06909048,28.49444075,20.01038294,11.60264063,34.1428062,2301867.16,3474365.011,4.475518409,0,0,0,33.8006434,2,98.27213372,0,0,0
France,2021,FRA,Europe,Western Europe,201597803,29557.59344,39.67742282,7998881.271,77.6448556,5.059942702,30.9618408,-13.6666391,60.48319047,108.7161385,9.630240692,16.98341516,7663696.93,9255077.08,2.991230937,0,0,0,27.32631202,1,67.80244163,0,0,0
Germany,1985,DEU,Europe,Western Europe,230248240.6,38694.60239,48.14159857,11084518.37,68.62070395,29.03674191,27.93187164,-25.5893175,168.2725426,131.9079801,3.909452694,18.44095594,544309.0396,3699027.293,2.922925515,1,0,0,81.00878181,4,86.96213783,1,0,0
India,1982,IND,Asia,South Asia,253519239.5,36739.39533,31.84110312,8072332.245,59.1410456,23.74251759,48.90640237,-31.78996556,83.27854987,87.24462254,12.65722758,17.04860452,7789589.636,7251375.731,1.367509471,0,0,0,52.62956904,4,69.23259928,0,0,0
Indonesia,1975,IDN,Asia,Southeast Asia,85355678.77,32364.78148,30.01177983,2561675.839,69.2154851,21.10596334,1.526903918,8.151647639,296.3143677,82.23227674,7.729372675,23.72549267,6325328.041,3290712.386,4.140425363,0,1,0,34.52183709,2,50.46548988,0,1,0
Mexico,2021,MEX,North America,Central America,8650647.924,20811.60698,40.26422141,348311.6033,84.22712518,14.64796461,42.42386507,-41.29895486,124.605977,110.3239667,5.275768066,39.93673585,3477465.917,3030520.27,3.139444555,0,0,,81.75796377,5,72.88417566,0,0,0
France,2018,FRA,Europe,Western Europe,153501607.2,45964.62302,63.9315947,9813602.536,56.18876712,22.75029165,3.367547986,17.69339324,146.340162,175.1725695,6.912475847,36.38282517,5696478.333,4734190,4.804454342,0,0,0,51.9647275,2,43.46051762,0,0,0
